Time,RPM,MPH,THROTTLE_POS,AX,AY,AZ,GX,GY,GZ,Latitude,Longitude
1649898530,0,0,0,0,0,0,0,0,0,0,0
1649898531,648.75,0.0,12.156862745098039,0.2154781494140625,-1.455674609375,10.127473022460936,0.013589586916030535,0.004263399816793893,0.01119142451908397,0,0
1649898532,652.5,0.0,12.156862745098039,0.229843359375,-1.5849614990234373,10.338162768554687,-0.0021316999083969466,-0.0021316999083969466,0.01945176166412214,30.583106666666662,-96.32245333333334
1649898533,656.75,0.0,11.372549019607844,0.21068974609375,-1.5562310791015623,10.036493359375,0.013856049404580155,0.0130566619389313,0.005595712259541985,30.583106666666662,-96.32245333333334
1649898534,649.25,0.0,12.941176470588236,0.19153613281249998,-1.5705962890624998,10.041281762695311,0.017586524244274808,0.009059724610687023,0.008793262122137404,30.583106666666662,-96.32245166666668
1649898535,603.5,0.0,12.549019607843137,0.1580173095703125,-1.2832920898437499,10.261548315429687,0.00985911207633588,0.011457887007633588,0.014122511893129772,30.583108333333332,-96.32244999999999
1649898536,588.25,0.0,12.549019607843137,0.22026655273437498,-1.24498486328125,9.950302099609374,0.00985911207633588,0.0026646248854961837,0.008793262122137404,30.583108333333332,-96.32244833333334
1649898537,582.5,0.6213711922373341,12.549019607843137,0.0383072265625,-1.2976572998046874,10.175357055664062,0.011990811984732825,0.0130566619389313,0.007194487190839696,30.583106666666662,-96.32244666666665
1649898538,583.75,1.2427423844746681,12.549019607843137,0.17238251953125,-1.5849614990234373,10.012551342773437,0.032774886091603055,0.007460949679389314,0.005062787282442748,30.583105,-96.322445
1649898539,580.5,1.8641135767120023,12.549019607843137,0.0909796630859375,-1.369483349609375,9.686939916992188,0.02131699908396947,0.004529862305343512,-0.02717917383206107,30.583101666666668,-96.32244333333334
1649898540,584.25,1.8641135767120023,12.549019607843137,0.229843359375,-1.4413093994140624,9.835380419921874,0.00159877493129771,0.008793262122137404,-0.10525268297709924,30.583096666666666,-96.32244166666666
1649898541,546.75,1.8641135767120023,13.333333333333334,0.6943184814453125,-1.6998831787109374,10.204087475585936,0.005595712259541985,0.0130566619389313,-0.10818377035114506,30.58308833333333,-96.32243500000001
1649898542,607.0,1.2427423844746681,13.333333333333334,0.4213794921875,-1.216254443359375,10.156203442382813,0.0061286372366412215,0.02051761161832061,-0.0770076591908397,30.583080000000002,-96.32242999999998
1649898543,566.25,0.6213711922373341,11.764705882352942,0.86191259765625,-2.0302830078125,9.773131176757811,0.007194487190839696,0.00799387465648855,-0.03357427355725191,30.58307166666667,-96.32242333333333
1649898544,599.25,0.0,12.549019607843137,0.0383072265625,-2.020706201171875,9.840168823242188,0.0002664624885496183,-0.0021316999083969466,0.00639509972519084,30.583065,-96.32242
1649898545,1017.0,1.2427423844746681,10.980392156862745,-0.49799394531249996,-1.9201497314453124,9.662997900390625,0.07247779688549619,0.06634915964885496,-0.09912404574045802,30.58306166666667,-96.32241666666665
1649898546,835.0,2.4854847689493362,12.941176470588236,-0.6703764648437499,-2.1643583007812497,10.505756884765624,0.03863706083969466,0.05409188517557253,-0.21290352835114507,30.58306166666667,-96.322415
1649898547,840.25,3.10685596118667,12.156862745098039,-0.12449848632812499,-1.66636435546875,9.4618849609375,0.007194487190839696,0.04583154803053435,-0.2683277259694657,30.583068333333337,-96.32241
1649898548,1000.25,4.349598345661338,13.72549019607843,0.0143652099609375,-2.6910826660156246,11.980585107421874,-0.026646248854961835,-0.015454824335877864,-0.15641348077862596,30.58307166666667,-96.32240166666666
1649898549,1158.5,5.592340730136007,14.509803921568627,0.5985504150390625,-2.221819140625,10.290278735351562,0.017586524244274808,0.0018652374198473284,0.017852986732824427,30.583081666666665,-96.32238666666666
1649898550,1281.75,6.835083114610675,13.333333333333334,0.33518823242187495,-1.695094775390625,10.146626635742187,0.02531393641221374,-0.026646248854961835,0.05089433531297711,30.583090000000002,-96.32236666666668
1649898551,1181.0,7.456454306848009,14.509803921568627,0.603338818359375,-2.04943662109375,9.97903251953125,-0.0018652374198473284,-0.025047473923664125,0.05862174748091603,30.583105,-96.32234333333332
1649898552,859.0,7.456454306848009,13.72549019607843,-0.009576806640625,-1.3024457031249999,9.375693701171874,0.034640123511450384,0.04636447300763359,0.029044411251908403,30.583126666666665,-96.32231833333331
1649898553,760.75,7.456454306848009,13.333333333333334,-0.0718260498046875,-0.11013327636718749,8.920795385742187,0.03543951097709924,0.05009494784732825,0.017852986732824427,30.58315,-96.32229166666666
1649898554,717.5,4.349598345661338,13.72549019607843,0.43574470214843747,0.13407529296874998,9.65342109375,0.017586524244274808,-0.0002664624885496183,-0.0013323124427480919,30.583174999999997,-96.322265
1649898555,684.75,1.8641135767120023,13.333333333333334,0.51714755859375,-0.679953271484375,10.098742602539062,0.016254211801526718,0.002931087374045802,0.00985911207633588,30.583198333333332,-96.32224166666668
