Time,RPM,MPH,THROTTLE_POS,AX,AY,AZ,GX,GY,GZ
1648693926,0,0,0,0,0,0,0,0,0
1648693927,583.0,0.0,11.764705882352942,0.16280571289062498,-0.1484405029296875,10.32379755859375,0.008793262122137404,0.013589586916030535,0.010125574564885496
1648693928,582.0,0.0,11.764705882352942,0.11013327636718749,-0.15322890625,10.433930834960936,0.01945176166412214,0.009326187099236643,0.010658499541984735
1648693929,582.25,0.0,11.764705882352942,0.3064578125,-0.37828386230468747,10.189722265624999,0.031442573648854964,0.005862174748091604,0.010658499541984735
1648693930,580.75,0.0,11.764705882352942,0.2920926025390625,-0.05746083984375,10.204087475585936,0.00985911207633588,0.024781011435114506,0.010658499541984735
1648693931,578.75,0.0,11.764705882352942,0.1388636962890625,-0.3495534423828125,10.347739575195313,0.014388974381679392,0.003730474839694657,0.00639509972519084
1648693932,579.75,0.0,11.764705882352942,0.13407529296874998,-0.277727392578125,10.342951171874999,0.016787136778625956,0.00319754986259542,0.012257274473282443
1648693933,582.5,0.0,11.764705882352942,0.143652099609375,-0.36391865234375,10.160991845703125,0.004263399816793893,-0.004529862305343512,0.009326187099236643
1648693934,580.25,0.0,11.764705882352942,0.28730419921875,-0.1580173095703125,10.357316381835936,-0.015188361847328247,0.02211638654961832,0.016254211801526718
1648693935,580.75,0.0,11.764705882352942,0.565031591796875,-0.01915361328125,10.1131078125,-0.0002664624885496183,0.02531393641221374,0.014388974381679392
1648693936,579.0,0.0,11.764705882352942,0.2920926025390625,-0.26815058593749996,10.486603271484375,-0.006928024702290077,0.01945176166412214,0.015721286824427482
1648693937,579.25,0.0,11.764705882352942,0.06703764648437499,-0.2154781494140625,10.352527978515624,0.029044411251908403,-0.0261133238778626,0.010392037053435116
1648693938,579.5,0.0,11.764705882352942,0.45010991210937495,0.0526724365234375,10.05564697265625,-0.007460949679389314,0.032774886091603055,0.01279019945038168
1648693939,579.5,0.0,11.764705882352942,0.44532150878906246,0.01915361328125,10.060435375976562,0.033840736045801526,-0.00959264958778626,0.012523736961832063
1648693940,584.75,0.0,11.764705882352942,0.37828386230468747,-0.16280571289062498,10.338162768554687,0.02398162396946565,-0.0018652374198473284,0.005062787282442748
