Time,RPM,MPH,THROTTLE_POS,AX,AY,AZ,GX,GY,GZ
1648694317,0,0,0,0,0,0,0,0,0
1648694318,578.5,0.0,11.764705882352942,0.277727392578125,0.28730419921875,10.108319409179687,0.005595712259541985,-0.004529862305343512,0.014122511893129772
1648694319,579.0,0.0,11.764705882352942,0.0143652099609375,0.05746083984375,10.127473022460936,0.022649311526717557,-0.01918529917557252,0.010658499541984735
1648694320,579.5,0.0,11.764705882352942,0.45489831542968745,0.373495458984375,10.026916552734374,0.00159877493129771,0.013589586916030535,0.00159877493129771
1648694321,581.0,0.0,11.764705882352942,0.4070142822265625,0.1867477294921875,10.108319409179687,0.02691271134351145,-0.004529862305343512,0.011724349496183208
1648694322,579.75,0.0,11.764705882352942,0.4740519287109375,0.201112939453125,10.050858569335936,0.03970291079389313,-0.011724349496183208,0.008526799633587786
1648694323,581.75,0.0,11.764705882352942,0.47884033203125,0.1867477294921875,10.098742602539062,-0.0130566619389313,0.022915774015267176,0.006661562213740459
1648694324,579.25,0.0,11.764705882352942,0.39743747558593745,0.033518823242187495,10.314220751953124,0.016787136778625956,-0.008793262122137404,0.009326187099236643
1648694325,576.75,0.0,11.764705882352942,0.2442085693359375,0.023942016601562498,10.084377392578125,0.018385911709923666,0.02398162396946565,0.009326187099236643
1648694326,580.75,0.0,11.764705882352942,0.3447650390625,-0.0430956298828125,10.28549033203125,0.017053599267175572,0.0061286372366412215,0.0130566619389313
1648694327,581.25,0.0,11.764705882352942,0.36391865234375,-0.09576806640624999,10.194510668945313,-0.00959264958778626,0.04023583577099237,0.011724349496183208
1648694328,580.5,0.0,11.764705882352942,0.24899697265624998,-0.047884033203124995,10.156203442382813,0.02584686138931298,-0.007727412167938932,0.015188361847328247
1648694329,578.0,0.0,11.764705882352942,0.39743747558593745,0.023942016601562498,10.381258398437499,-0.00639509972519084,0.015721286824427482,0.00799387465648855
1648694330,580.0,0.0,11.764705882352942,0.39743747558593745,-0.01915361328125,10.314220751953124,-0.002931087374045802,0.01918529917557252,0.0159877493129771
1648694331,581.5,0.0,11.764705882352942,0.37828386230468747,-0.09576806640624999,10.199299072265624,0.0319754986259542,-0.010392037053435116,0.007460949679389314
1648694332,578.75,0.0,11.764705882352942,0.1005564697265625,-0.1484405029296875,10.395623608398436,0.02398162396946565,0.006661562213740459,0.013856049404580155
1648694333,580.25,0.0,11.764705882352942,0.26815058593749996,-0.0909796630859375,10.467449658203124,0.01918529917557252,-0.010392037053435116,0.012523736961832063
1648694334,582.5,0.0,11.764705882352942,0.3399766357421875,-0.09576806640624999,10.266336718749999,0.008793262122137404,-0.004529862305343512,0.010125574564885496
1648694335,578.25,0.0,11.764705882352942,0.2537853759765625,-0.22026655273437498,10.290278735351562,0.02398162396946565,-0.01279019945038168,0.006928024702290077
1648694336,580.25,0.0,11.764705882352942,0.143652099609375,-0.24899697265624998,10.108319409179687,0.03970291079389313,-0.02105053659541985,0.00985911207633588
1648694337,580.25,0.0,11.764705882352942,0.062249243164062495,-0.1580173095703125,10.175357055664062,0.007727412167938932,0.018652374198473286,0.01119142451908397
1648694338,579.25,0.0,11.764705882352942,0.19632453613281248,-0.2442085693359375,10.314220751953124,0.022649311526717557,-0.0159877493129771,0.007194487190839696
